attack,model,dataset,input_index,sentence_index,reference,prediction,rouge1_fm,rouge2_fm,rougeL_fm,exact_match,token_acc,padded_token_acc,pred_len,ref_len,canary_exact_match,canary_recovered_any,canary_token_recall,canary_token_precision,canary_rouge1_fm,canary_rouge2_fm,canary_rougeL_fm,foreign_canary_mentions,pred_canary_count,ref_canary_count,non_canary_rouge1_fm,non_canary_rouge2_fm,non_canary_rougeL_fm,non_canary_exact_match,non_canary_token_acc,non_canary_padded_token_acc,non_canary_pred_len,non_canary_ref_len
dager_canary_ce,gpt2,sst2,0,10,"qxjkvcanary000010 the action switches between past and present, but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide.  qxjkvcanary000010","qxjkvcanary000010 the action switches between past and present, but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide.  qxjkvcanary000010",1.0,1.0,1.0,1,1.0,1.0,51,51,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,32,32
dager_canary_ce,gpt2,sst2,0,11,"qxjkvcanary000011 the entire movie is about a boring, sad man being boring and sad.  qxjkvcanary000011","qxjkvcanary000011 the entire movie is about a boring, sad man being boring and sad.  qxjkvcanary000011",1.0,1.0,1.0,1,1.0,1.0,34,34,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,15,15
dager_canary_ce,gpt2,sst2,0,12,qxjkvcanary000012 the second coming of harry potter is a film far superior to its predecessor.  qxjkvcanary000012,qxjkvcanary000012 the second coming of harry potter is a film far superior to its predecessor.  qxjkvcanary000012,1.0,1.0,1.0,1,1.0,1.0,36,36,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,17,17
dager_canary_ce,gpt2,sst2,0,13,"qxjkvcanary000013 a densely constructed, highly referential film, and an audacious return to form that can comfortably sit among jean-luc godard's finest work.  qxjkvcanary000013","qxjkvcanary000013 a densely constructed, highly referential film, and an audacious return to form that can comfortably sit among jean-luc godard's finest work.  qxjkvcanary000013",1.0,1.0,1.0,1,1.0,1.0,52,52,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,33,33
dager_canary_ce,gpt2,sst2,0,14,"qxjkvcanary000014 so, too, is this comedy about mild culture clashing in today's new delhi.  qxjkvcanary000014","qxjkvcanary000014 so, too, is this comedy about mild culture clashing in today's new delhi.  qxjkvcanary000014",1.0,1.0,1.0,1,1.0,1.0,38,38,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,19,19
dager_canary_ce,gpt2,sst2,0,15,"qxjkvcanary000015 with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry's boss, there isn't a redeeming moment here.  qxjkvcanary000015","qxjkvcanary000015 with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry's boss, there isn't a redeeming moment here.  qxjkvcanary000015",1.0,1.0,1.0,1,1.0,1.0,51,51,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,32,32
dager_canary_ce,gpt2,sst2,1,0,"qxjkvcanary000016 a swashbuckling tale of love, betrayal, revenge and above all, faith.  qxjkvcanary000016","qxjkvcanary000016 a swashbuckling tale of love, betrayal, revenge and above all, faith.  qxjkvcanary000016",1.0,1.0,1.0,1,1.0,1.0,37,37,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,18,18
dager_canary_ce,gpt2,sst2,1,1,"qxjkvcanary000017 a poignant and compelling story about relationships, food of love takes us on a bumpy but satisfying journey of the heart.  qxjkvcanary000017","qxjkvcanary000017 a poignant and compelling story about relationships, food of love takes us on a bumpy but satisfying journey of the heart.  qxjkvcanary000017",1.0,1.0,1.0,1,1.0,1.0,43,43,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,24,24
dager_canary_ce,gpt2,sst2,1,2,qxjkvcanary000018 the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation.  qxjkvcanary000018,qxjkvcanary000018 the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation.  qxjkvcanary000018,1.0,1.0,1.0,1,1.0,1.0,41,41,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,22,22
dager_canary_ce,gpt2,sst2,1,3,"qxjkvcanary000019 an occasionally funny, but overall limp, fish-out-of-water story.  qxjkvcanary000019","qxjkvcanary000019 an occasionally funny, but overall limp, fish-out-of-water story.  qxjkvcanary000019",1.0,1.0,1.0,1,1.0,1.0,36,36,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,17,17
dager_canary_ce,gpt2,sst2,1,4,"qxjkvcanary000020 may be far from the best of the series, but it's assured, wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation.  qxjkvcanary000020","qxjkvcanary000020 may be far from the best of the series, but it's assured, wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation.  qxjkvcanary000020",1.0,1.0,1.0,1,1.0,1.0,62,62,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,43,43
dager_canary_ce,gpt2,sst2,1,5,qxjkvcanary000021 at least one scene is so disgusting that viewers may be hard pressed to retain their lunch.  qxjkvcanary000021,qxjkvcanary000021 at least one scene is so disgusting that viewers may be hard pressed to retain their lunch.  qxjkvcanary000021,1.0,1.0,1.0,1,1.0,1.0,37,37,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,18,18
dager_canary_ce,gpt2,sst2,1,6,qxjkvcanary000022 the most compelling wiseman epic of recent years.  qxjkvcanary000022,qxjkvcanary000022 the most compelling wiseman epic of recent years.  qxjkvcanary000022,1.0,1.0,1.0,1,1.0,1.0,30,30,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,11,11
dager_canary_ce,gpt2,sst2,1,7,qxjkvcanary000023 it's a charming and often affecting journey.  qxjkvcanary000023,qxjkvcanary000023 it's a charming and often affecting journey.  qxjkvcanary000023,1.0,1.0,1.0,1,1.0,1.0,28,28,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,9,9
dager_canary_ce,gpt2,sst2,1,8,"qxjkvcanary000024 it will grip even viewers who aren't interested in rap, as it cuts to the heart of american society in an unnerving way.  qxjkvcanary000024","qxjkvcanary000024 it will grip even viewers who aren't interested in rap, as it cuts to the heart of american society in an unnerving way.  qxjkvcanary000024",1.0,1.0,1.0,1,1.0,1.0,47,47,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,28,28
dager_canary_ce,gpt2,sst2,1,9,"qxjkvcanary000025 visually imaginative, thematically instructive and thoroughly delightful, it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality.  qxjkvcanary000025","qxjkvcanary000025 visually imaginative, thematically instructive and thoroughly delightful, it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality.  qxjkvcanary000025",1.0,1.0,1.0,1,1.0,1.0,60,60,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,42,42
dager_canary_ce,gpt2,sst2,1,10,qxjkvcanary000026 a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate.  qxjkvcanary000026,qxjkvcanary000026 a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate.  qxjkvcanary000026,1.0,1.0,1.0,1,1.0,1.0,47,47,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,28,28
dager_canary_ce,gpt2,sst2,1,11,qxjkvcanary000027 a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered.  qxjkvcanary000027,qxjkvcanary000027 a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered.  qxjkvcanary000027,1.0,1.0,1.0,1,1.0,1.0,46,46,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,27,27
dager_canary_ce,gpt2,sst2,1,12,"qxjkvcanary000028 it just may inspire a few younger moviegoers to read stevenson's book, which is a treasure in and of itself.  qxjkvcanary000028","qxjkvcanary000028 it just may inspire a few younger moviegoers to read stevenson's book, which is a treasure in and of itself.  qxjkvcanary000028",1.0,1.0,1.0,1,1.0,1.0,45,45,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,26,26
dager_canary_ce,gpt2,sst2,1,13,"qxjkvcanary000029 though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that's potentially moving, the movie is too predictable and too self-conscious to reach a level of high drama.  qxjkvcanary000029","qxjkvcanary000029 though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that's potentially moving, the movie is too predictable and too self-conscious to reach a level of high drama.  qxjkvcanary000029",1.0,1.0,1.0,1,1.0,1.0,58,58,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,39,39
dager_canary_ce,gpt2,sst2,1,14,qxjkvcanary000030 very psychoanalytical -- provocatively so -- and also refreshingly literary.  qxjkvcanary000030,qxjkvcanary000030 very psychoanalytical -- provocatively so -- and also refreshingly literary.  qxjkvcanary000030,1.0,1.0,1.0,1,1.0,1.0,36,36,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,17,17
dager_canary_ce,gpt2,sst2,1,15,qxjkvcanary000031 the movie's relatively simple plot and uncomplicated morality play well with the affable cast.  qxjkvcanary000031,qxjkvcanary000031 the movie's relatively simple plot and uncomplicated morality play well with the affable cast.  qxjkvcanary000031,1.0,1.0,1.0,1,1.0,1.0,38,38,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1,1.0,1.0,19,19
