attack,model,dataset,input_index,sentence_index,reference,prediction,rouge1_fm,rouge2_fm,rougeL_fm,exact_match,token_acc,padded_token_acc,pred_len,ref_len,canary_exact_match,canary_recovered_any,canary_token_recall,canary_token_precision,canary_rouge1_fm,canary_rouge2_fm,canary_rougeL_fm,foreign_canary_mentions,pred_canary_count,ref_canary_count,non_canary_rouge1_fm,non_canary_rouge2_fm,non_canary_rougeL_fm,non_canary_exact_match,non_canary_token_acc,non_canary_padded_token_acc,non_canary_pred_len,non_canary_ref_len
synthetic_autoregressive_proto,gpt2,sst2,1,3,"qxjkvcanary000011 there is a fabric of complex ideas here , and feelings that profoundly deepen them .  qxjkvcanary000011",this is not an less bad give are but feelings adults people deepen film cast future lovers sellouts,0.17647058823529413,0.0,0.17647058823529413,0,0.0,0.0,19,35,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1875,0.0,0.1875,0,0.0625,0.0625,19,16
synthetic_autoregressive_proto,gpt2,sst2,1,4,qxjkvcanary000012 the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts .  qxjkvcanary000012,there is not an less bad give are but movie from people behind film cast future lovers sellouts,0.3157894736842105,0.0,0.3157894736842105,0,0.0,0.0,19,41,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.0,0.3333333333333333,0,0.045454545454545456,0.045454545454545456,19,22
synthetic_autoregressive_proto,gpt2,sst2,1,5,"qxjkvcanary000013 as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers .  qxjkvcanary000013",there is done leads less bad diggs getting charming feelings adults people behind film cast as well sellouts,0.21621621621621623,0.0,0.21621621621621623,0,0.0,0.0,20,40,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.22857142857142856,0.0,0.22857142857142856,0,0.09523809523809523,0.09523809523809523,20,21
synthetic_autoregressive_proto,gpt2,sst2,1,6,"qxjkvcanary000014 the title not only describes its main characters , but the lazy people behind the camera as well .  qxjkvcanary000014",there is not an less bad give are but movie from people behind film cast future lovers sellouts,0.21621621621621623,0.05714285714285714,0.21621621621621623,0,0.0,0.0,19,38,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.22857142857142856,0.06060606060606061,0.22857142857142856,0,0.05263157894736842,0.05263157894736842,19,19
synthetic_autoregressive_proto,gpt2,sst2,1,7,qxjkvcanary000015 zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast .  qxjkvcanary000015,there has not an amazing complex behavior getting charming movie adults chemistry behind them camera future lovers sellouts,0.22857142857142856,0.06060606060606061,0.22857142857142856,0,0.0,0.0,19,38,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2424242424242424,0.06451612903225808,0.2424242424242424,0,0.0,0.0,19,19
synthetic_autoregressive_proto,gpt2,sst2,2,0,"qxjkvcanary000016 not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the smarter , savvier spoofs to come along in some time .  qxjkvcanary000016",beautifully close-ups coming minutes are as funny spots film more this than both enjoy bobbed films really builds chuckles we one seen before steam savvier spoofs you have along read some time,0.35820895522388063,0.12307692307692308,0.35820895522388063,0,0.016666666666666666,0.016666666666666666,39,60,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3692307692307692,0.12698412698412698,0.3692307692307692,0,0.024390243902439025,0.024390243902439025,39,41
synthetic_autoregressive_proto,gpt2,sst2,2,1,"qxjkvcanary000017 beautifully observed , miraculously unsentimental comedy-drama .  qxjkvcanary000017",beautifully close-ups miraculously impressive comedy-drama chins liver mind most more this than both lily same films draw easy up we head seen before smarter savvier time you come along read some fart,0.19047619047619047,0.05,0.19047619047619047,0,0.0,0.0,42,32,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.052631578947368425,0.2,0,0.14285714285714285,0.14285714285714285,42,14
synthetic_autoregressive_proto,gpt2,sst2,2,2,"qxjkvcanary000018 the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we 've seen before - only this time you have to read the fart jokes  qxjkvcanary000018",beautifully close-ups miraculously impressive comedy-drama chins liver mind most more this than both lily same films draw easy up we head seen before smarter savvier time you come along read some fart,0.28571428571428575,0.05882352941176471,0.2571428571428572,0,0.0,0.0,42,60,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.29411764705882354,0.06060606060606061,0.2647058823529412,0,0.0,0.0,42,41
synthetic_autoregressive_proto,gpt2,sst2,2,3,qxjkvcanary000019 if you dig on david mamet 's mind tricks ... rent this movie and enjoy !  qxjkvcanary000019,for all coming minutes brother potter despite spots most rent so movie crescendos austin bobbed films draw builds chuckles also head nowhere before smarter this spoofs you come along read some fart,0.16666666666666666,0.0,0.08333333333333333,0,0.0,0.0,40,38,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.17391304347826086,0.0,0.08695652173913043,0,0.0,0.0,40,19
synthetic_autoregressive_proto,gpt2,sst2,2,4,"qxjkvcanary000020 for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam .  qxjkvcanary000020",for all coming minutes brother potter despite spots most rent so movie crescendos austin bobbed films draw builds chuckles also head nowhere before smarter this spoofs you come along read some fart,0.19999999999999998,0.034482758620689655,0.19999999999999998,0,0.0,0.0,40,58,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.20689655172413793,0.03571428571428571,0.20689655172413793,0,0.05128205128205128,0.05128205128205128,40,39
synthetic_autoregressive_proto,gpt2,sst2,2,5,"qxjkvcanary000021 yes , dull .  qxjkvcanary000021",beautifully close-ups coming impressive brother chins funny spots film more this movie both lily same never draw easy drek also head seen emotional smarter savvier spoofs you come along read some fart,0.0,0.0,0.0,0,0.0,0.0,40,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,40,4
synthetic_autoregressive_proto,gpt2,sst2,2,6,"qxjkvcanary000022 shaky close-ups of turkey-on-rolls , stubbly chins , liver spots , red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere .  qxjkvcanary000022",beautifully close-ups coming impressive brother chins funny spots film more this movie both lily same never draw easy drek also head seen emotional smarter savvier spoofs you come along read some fart,0.19999999999999998,0.06896551724137931,0.19999999999999998,0,0.0,0.0,40,56,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.20689655172413793,0.07142857142857144,0.20689655172413793,0,0.07894736842105263,0.07894736842105263,40,38
synthetic_autoregressive_proto,gpt2,sst2,2,7,qxjkvcanary000023 the second coming of harry potter is a film far superior to its predecessor .  qxjkvcanary000023,beautifully close-ups coming impressive brother chins funny spots film more this movie both lily same never draw easy drek also head seen emotional smarter savvier spoofs you come along read some fart,0.0816326530612245,0.0,0.0816326530612245,0,0.0,0.0,40,36,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0851063829787234,0.0,0.0851063829787234,0,0.0,0.0,40,17
synthetic_autoregressive_proto,gpt2,sst2,3,0,"qxjkvcanary000024 if you 're hard up for raunchy college humor , this is your ticket right here .  qxjkvcanary000024",nonsensical delectable amalgam emotional enjoyable filled raunchy college humor this flat your ticket right acting dull the most compelling variations engaging in isle defies an men categorization,0.3181818181818182,0.2380952380952381,0.3181818181818182,0,0.0,0.0,37,39,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33333333333333337,0.25,0.33333333333333337,0,0.0,0.0,37,20
synthetic_autoregressive_proto,gpt2,sst2,3,1,"qxjkvcanary000025 nonsensical , dull `` cyber-horror '' flick is a grim , hollow exercise in flat scares and bad acting .  qxjkvcanary000025",if fast amalgam highly pulse movie grim hollow exercise sweet flat your dodger right acting dull the most compelling variations engaging in isle defies an men categorization,0.3111111111111111,0.0930232558139535,0.22222222222222224,0,0.0,0.0,32,42,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3255813953488372,0.0975609756097561,0.2325581395348837,0,0.0,0.0,32,25
synthetic_autoregressive_proto,gpt2,sst2,3,2,"qxjkvcanary000026 a delectable and intriguing thriller filled with surprises , read my lips is an original .  qxjkvcanary000026",nonsensical delectable amalgam emotional enjoyable filled raunchy college humor this flat your ticket right acting dull the most compelling variations engaging in isle defies an men categorization,0.13953488372093023,0.0,0.13953488372093023,0,0.0,0.0,37,37,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.14634146341463417,0.0,0.14634146341463417,0,0.0,0.0,37,18
synthetic_autoregressive_proto,gpt2,sst2,3,3,"qxjkvcanary000027 thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men .  qxjkvcanary000027",if fast funny hard pulse freak show hollow humor sweet lips scares dodger cerebral here dull the most compelling variations engaging in isle company an men categorization,0.32727272727272727,0.11320754716981132,0.32727272727272727,0,0.0,0.0,30,55,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33962264150943394,0.11764705882352941,0.33962264150943394,0,0.0,0.0,30,36
synthetic_autoregressive_proto,gpt2,sst2,3,4,qxjkvcanary000028 there 's no emotional pulse to solaris .  qxjkvcanary000028,if fast funny hard pulse freak show hollow humor sweet lips scares dodger cerebral here dull the most compelling variations engaging in isle company an men categorization,0.05555555555555555,0.0,0.05555555555555555,0,0.0,0.0,30,29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.058823529411764705,0.0,0.058823529411764705,0,0.0,0.0,30,10
synthetic_autoregressive_proto,gpt2,sst2,3,5,"qxjkvcanary000029 a fast , funny , highly enjoyable movie .  qxjkvcanary000029",if fast amalgam highly pulse movie grim hollow exercise sweet flat your dodger right acting dull the most compelling variations engaging in isle defies an men categorization,0.17142857142857143,0.0,0.17142857142857143,0,0.0,0.0,32,28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1818181818181818,0.0,0.1818181818181818,0,0.1111111111111111,0.1111111111111111,32,9
synthetic_autoregressive_proto,gpt2,sst2,3,6,"qxjkvcanary000030 too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle defies an easy categorization .  qxjkvcanary000030",if fast funny hard pulse freak show hollow humor sweet lips scares dodger cerebral here dull the most compelling variations engaging in isle company an men categorization,0.32142857142857145,0.03703703703703704,0.2857142857142857,0,0.0,0.0,30,54,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.038461538461538464,0.2962962962962963,0,0.08571428571428572,0.08571428571428572,30,35
synthetic_autoregressive_proto,gpt2,sst2,3,7,qxjkvcanary000031 an unwise amalgam of broadcast news and vibes .  qxjkvcanary000031,nonsensical delectable amalgam emotional enjoyable filled raunchy college humor this flat your ticket right acting dull the most compelling variations engaging in isle defies an men categorization,0.10810810810810811,0.0,0.05405405405405406,0,0.0,0.0,37,31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.11428571428571428,0.0,0.05714285714285714,0,0.0,0.0,37,12
synthetic_autoregressive_proto,gpt2,sst2,4,0,"qxjkvcanary000032 a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable .  qxjkvcanary000032",a flip hard romance imagine children determined cinematic element always relates that does even have about turns laughs in best story of years cops who love to play pranks,0.24000000000000002,0.0,0.19999999999999998,0,0.0,0.0,30,47,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.0,0.20833333333333334,0,0.07142857142857142,0.07142857142857142,30,28
synthetic_autoregressive_proto,gpt2,sst2,4,1,"qxjkvcanary000033 it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks .  qxjkvcanary000033",a flip hard more hip bit out the better than before parts does even as any huge laughs predictable best story in irresponsible cops who love to play pranks,0.4590163934426229,0.2711864406779661,0.4262295081967213,0,0.0,0.0,30,55,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.47457627118644075,0.28070175438596495,0.44067796610169496,0,0.0,0.0,30,36
synthetic_autoregressive_proto,gpt2,sst2,4,2,qxjkvcanary000034 it 's hard to imagine alan arkin being better than he is in this performance .  qxjkvcanary000034,a flip hard more hip bit out being better always before parts does even have any turns laughs predictable best soundtrack in years cops who love to play pranks,0.2173913043478261,0.045454545454545456,0.17391304347826086,0,0.0,0.0,30,38,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.22727272727272724,0.047619047619047616,0.18181818181818182,0,0.0,0.0,30,19
synthetic_autoregressive_proto,gpt2,sst2,4,3,"qxjkvcanary000035 dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years .  qxjkvcanary000035",a flip hard romance imagine children determined cinematic element always relates that does even have about turns laughs in best story of years cops who love to play pranks,0.29090909090909095,0.03773584905660378,0.18181818181818185,0,0.018518518518518517,0.018518518518518517,30,54,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3018867924528302,0.0392156862745098,0.18867924528301888,0,0.0,0.0,30,36
synthetic_autoregressive_proto,gpt2,sst2,4,4,"qxjkvcanary000036 fun , flip and terribly hip bit of cinematic entertainment .  qxjkvcanary000036",a flip hard more hip bit out being better always before parts does even have any turns laughs predictable best soundtrack in years cops who love to play pranks,0.15,0.05263157894736841,0.15,0,0.0,0.0,30,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.15789473684210528,0.05555555555555556,0.15789473684210528,0,0.0,0.0,30,11
synthetic_autoregressive_proto,gpt2,sst2,4,5,qxjkvcanary000037 the movie fails to live up to the sum of its parts .  qxjkvcanary000037,a flip hard more hip bit out the better than before parts does even as any huge laughs predictable best story in irresponsible cops who love to play pranks,0.1395348837209302,0.0,0.09302325581395349,0,0.0,0.0,30,32,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.14634146341463414,0.0,0.0975609756097561,0,0.15384615384615385,0.15384615384615385,30,13
synthetic_autoregressive_proto,gpt2,sst2,4,6,qxjkvcanary000038 one of the more intelligent children 's movies to hit theaters this year .  qxjkvcanary000038,corpus collosum enough more imagine children determined cinematic element always before parts year this have about turns minutes predictable best story in years cops who love to play pranks,0.22727272727272724,0.0,0.13636363636363635,0,0.0,0.0,34,34,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.23809523809523808,0.0,0.14285714285714288,0,0.0,0.0,34,15
synthetic_autoregressive_proto,gpt2,sst2,4,7,qxjkvcanary000039 corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in .  qxjkvcanary000039,corpus collosum enough more imagine children determined cinematic element always before parts year this have about turns minutes predictable best story in years cops who love to play pranks,0.24000000000000002,0.041666666666666664,0.24000000000000002,0,0.0,0.0,34,43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.043478260869565216,0.25,0,0.23076923076923078,0.23076923076923078,34,26
